review_id,reviewer_name,rating,review_date_raw,review_text,owner_response,likes,local_guide
Ci9DQUlRQUNvZENodHljRjlvT2pkSmVtVXllbE5qVjFaSE5rUmtPVFJGTlVKdGRsRRAB,tim Emma,1.0,2 months ago,Overpriced and very expensive,"Good afternoon Mr. Tim, 
   Thank you for sharing your feedback. At Wazobia, we remain committed to offering quality products at the best possible prices. We have maintained our previous prices on many major products and fresh produce, while keeping increases on other items as minimal as possible because our customers are at the heart of what we do.

We appreciate your business and continued support. We are also open to discussing your concerns further, and you are welcome to contact us by email.
  Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2s5bGRWQk9SV0l3U2pVd2VrTk5UVkZGT1hOd2RVRRAB,AMERICAN BEST ASSISTED LIVING,5.0,2 months ago,,"Good morning,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pGTlJ6VmFWRk13WmxWTFZXNXRaV2h5TFhBek0zYxAB,Iykesamuel,4.0,2 months ago,,"Good morning,
Thank you so much for the awesome 4-star review! Thank you for supporting our business and let us know how we can earn your 5-star review. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT21oR2FtUnNUamhSVEcxMGVUQkljRVJ5YW10ZldrRRAB,Damon Holland,5.0,2 months ago,Absolutely one of the best African markets in the area. It is always busy and the service is always impeccable!,"Good afternoon Mr. Damon,
   Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia and secondly, thank you for highlighting our awesome qualities. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2t0SFpYaDFRblpaWVhsMGQwcENWM0ZZYW1kTUxVRRAB,Adadioramma Egbuna,4.0,2 months ago,"I will always cheer Wazobia on for a lot of things, especially when it comes to customer service, cleanliness and product availability. There is a BUT….. of recent, I am not sure what’s been happening with the cashiers. Some of them look so disgruntled or upset. No greeting, no smile, no engagement with their customers until they get to the required membership question. I understand that standing on your feet all day attending to people can be a lot but I drive past other African stores to Wazobia for the customer service experience. Pls bring that back!","    Good evening Ms. Adadioramma,
    Thank you for your continued support and for sharing this honest feedback. We're grateful that you choose Wazobia for the customer service experience.
     We're sorry your recent visits haven't reflected the warm, friendly service we strive to provide. Your comments have been shared with our management team, and we'll be addressing this with our cashiers.
     We truly appreciate your feedback and look forward to providing the experience you've come to expect from Wazobia.
  Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT25CNllVbG9URGROTjE4M1FVaFJkRFU1VEY5ek5VRRAB,Divine Onyeagoro,5.0,2 months ago,A lot of items were a bit expensive,"Good afternoon Divine, 
Thank you so much for your support, patronage, and rewarding feedback.; we are truly grateful. We will continue to work on the pricing. 

Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2poaVZVNUJOa2QwYVZaU1dHeDNOR0ZUWmpsbGRIYxAB,Harry Davies,5.0,2 months ago,,"Good morning Mr. Harry,
Thank you so much for your positive review and feedback, we are truly grateful for feedback and look forward to serving you again and again.
",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pOUk5IcHJiWFp6UkhKNWR6UTJSalYxYUZobFluYxAB,Olayinka Asake,1.0,2 months ago,"I was at the Westheimer store to get some groceries, got the 100lb bag of rice and some other stuff. At checkout, I asked the cashier who rang me up if I could get assistance with the bag, he kept looking at the manager of the day (a tall, dark, bald head and bearded guy) for a response, but i got none. I asked the cashier (Funsho) three times, but got no response.  I was so livid and left the store angrily, I kept struggling with the bag of rice and the store manager stood in the store staring right back at me without moving a muscle, eventually,  I got the rice down from the cart, dragged it into the passenger side and got a wrist dislocation.  Secondly, please have those guys at the meat section adopt speed and efficiency. It takes them forever to attend to customers.","Good afternoon Mr./Ms. Olayinka,
   Thank you for taking the time to share your experience with us. We sincerely apologize for the level of service you received during your recent visit to our Westheimer store.
     We are especially sorry to hear that your request for assistance with loading your 100 lb bag of rice was not acknowledged. That is not the standard of customer service we strive to provide. We are also very concerned to learn that you suffered a wrist dislocation while attempting to load the bag yourself. We hope you are recovering well.
     Please know that we are looking into this matter with the store management team so we can better understand what happened and ensure our staff are reminded of the importance of promptly assisting customers who need help. Please, contact us at wazobiamarket@gmail.com for further conversations and resolutions.
    We also appreciate your feedback regarding the wait time at our meat department. We will share your comments with the team and work on improving both the speed and efficiency of service in that area.
   Thank you again for bringing these concerns to our attention. Feedback like yours helps us improve. We truly value your patronage and hope to provide you with a much better experience on your next visit.",0,False
Ci9DQUlRQUNvZENodHljRjlvT21wdk9GUm9OV1E1ZGpCMVpqRnJkazVPTW01b2FtYxAB,Waiting Woman,4.0,2 months ago,"I am giving this store 4 stars because, over the years, I have had many positive experiences here. The employees have generally been kind, helpful, and professional, and I have spent a significant amount of money at this location throughout the years.  However, I am withholding the fifth star because of what happened today.  I accidentally left my debit card at home and only had my EBT card with me. I also had reward points available that I intended to use toward prepared food while using my EBT card for my groceries. I explained this to the cashier, but I was told the transaction could not be separated that way.  Because I did not have my card with me, I agreed to let the points be applied to the total purchase and then use my EBT card for the remaining eligible items. After my points were used, I was informed that I still had a balance of about $14 that had to be paid out of pocket.  What made this especially frustrating was my situation. I had my two little daughters with me, I was running errands all day, and I simply wanted to grab some prepared food so they could eat while we were out. I genuinely did not have extra money available at that moment. My reward points were supposed to be what got me through the transaction.  What was even more disappointing was being told that the transaction could not be voided because EBT had already been used and that the funds could not be returned. That was surprising to me because in the past, at other stores, when an EBT transaction needed to be canceled, the funds were returned to my card. Whether that is a system limitation or not, it created a very difficult situation for me today.  To be clear, this is not a complaint about the manager or the employees. Everyone was polite, and I do not believe anyone was intentionally unhelpful. It seemed more like a system issue that nobody knew how to work around.  Still, as a customer who has spent thousands of dollars at this store over the years, today’s experience was genuinely painful and frustrating. Sitting there with my two children, trying to figure out how to feed them and finish my errands, only to be stuck with a balance I couldn’t comfortably pay, was not a good feeling.  Because of the many years of positive experiences I’ve had here, I am still giving 4 stars. But if I’m being honest, today’s experience left such a bad impression that I don’t see myself returning anytime soon, if ever. I may just take my business elsewhere in the future.  I hope this feedback helps improve the experience for customers who may find themselves in a similar situation.","Good evening, Ma, 
   Thank you for your feedback and for being a loyal customer over the years. We sincerely apologize for the frustration you experienced during your recent visit.
    We appreciate your kind words about our team and are glad our staff treated you with courtesy and professionalism. While certain EBT and payment processing limitations are system controlled, we understand how difficult and disappointing the situation was, especially while caring for your two daughters.
     Your feedback has been shared with management and will help us review our procedures to better assist customers in similar situations. To better support and ensure we investigate this better, please email us at wazobiamarket@gmail.com. 
    Thank you again for your years of support. We truly value your business and hope to have the opportunity to serve you again.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xaSFZVSmFZMGxTUTNSMFp6YzJVSFZmU0hCMFRHYxAB,betty dami,5.0,3 months ago,Nice and affordable store. I don't know why you guys will claim to have online shopping with the option of pick up and delivery if you won't have time slots available.,"Good evening Mr./Ms. Betty,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pkdlYxVnZhWHBWWHpOUWVFYzRWa000VlVwek5VRRAB,IMAGINATION POWER,5.0,3 months ago,Nice place for african food stuffs..,"Good evening,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pGbFQwVkdlRmxKTnpZMlJ6aEpWRWxGTlRWcWEwRRAB,precious,5.0,3 months ago,,"Good afternoon Ms. Precious,
    Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2tsMFJsODVSamhvUjBaS1NVZHVabTFaU1VWclRtYxAB,Nureni Salami,5.0,3 months ago,I 💕 the Way them,"Good afternoon Mr./Ms. Nureni,
    Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2w5dVNHRmFjVXAzZVhwbmVERnpZVjlvVVd4dVJFRRAB,O. O. O,5.0,3 months ago,,"Good afternoon,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT25WelltUlliMnRhZUZJd2NYaFJVbkYwTm5wNWFYYxAB,Liz Beth,5.0,3 months ago,My to go place for food stuff. Organized and clean. I have been going there for almost a decade now.,"Good afternoon Ms. Liz,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia and secondly, thank you for highlighting our qualities. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT25vdFIyczJaakZIU1RoWWVqQklNMVI1YkRseVFWRRAB,KELLY T,5.0,4 months ago,,"Good afternoon Mr./Ms. Kelly,
      Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2tRd1NXRkVkVm8yY2t4T1NsQk5RM0k1VUV4Nk9HYxAB,Mulaton Cubano,5.0,4 months ago,,"Good evening Mr./Ms. Mulaton,
Thank you so much for your support, patronage, and rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit.

Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2tGMldWWnBPVTVYTlZoU0xUVjZjbTl2UVc5Q1JIYxAB,djenabou diallo,5.0,4 months ago,,"Good evening Mr./Ms. Djenabou,
Thank you so much for your support, patronage, and honest rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit.

Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xCWFNFZGpZMUJtWVRSRVNWTkZZMjlYZWpjd09GRRAB,Elias Edoki,5.0,4 months ago,"I'm mostly proud, about Nigerians/Africans owning such an investment and filling out the gap for scarcity of Nigeria/African food and snacks. Hoping to some day being a major supply of snacks (Plantain Chips, Chin chin, etc) from our high to end factory for the hygienic production, processing, packaging for marketing. Our snacks are of premium quality that gives value for your money.  Contact us now.","Good morning Mr. Elias, 
   Thank you so much for your positive review and feedback, we are truly grateful for your kind words and look forward to a potential business partnership when the opportunity arise. 

Thank you.",0,False
ChZDSUhNMG9nS0VJQ0FnSUM4LW9uWEN3EAE,Faith Fellner,5.0,Edited 4 months ago,,"We appreciate your feedback and patronage, thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2tGNE9VNDFWbEZSV2pFNGJFTmlaa3REYkU4dE5FRRAB,Onyinye Ezeigwe,5.0,4 months ago,I love the experience,"Good morning Ms. Onyinye,
    Thank you so much for your support, patronage, and honest rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit.

Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT21kM2VtUTROR1F4VUdGQlFtcEpSRVJrVTNCeVpsRRAB,Sweetness,5.0,5 months ago,,"Good evening,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT21wQmRHOXZkemx4Y1ZRME1rSjRNbEpWWTJkZk0xRRAB,Lauretta E.,5.0,5 months ago,"Very neat store, great selection of meats and produce. The staff was also helpful in answering questions about finding certain produce. I’m impressed with the changes made.","Good evening Ms. Lauretta,
     Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT21SelNURmZha1JTWmw5NGJXeFVVREJuYzJ4RllVRRAB,Jide Jeje,5.0,5 months ago,,"Good evening Mr. Jide,
    Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2tGa1QyUkNUa0UwWXpKbWFEWXlabUZYVFZwME5tYxAB,Funmi Praise Isichei,5.0,5 months ago,Great Ukwobi! Just like home❤️❤️❤️,"Good evening Ms. Funmi,
     Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience with Wazobia Tasty Nkowbi. We can’t wait to welcome you back again and have you try out all our other meals. 

  Your feedback meals the world to our business.

Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT21SdmFYbDJVVmhxYVdkbk9DMWtla1JDTTNSRFRuYxAB,Esther Odjewuyi,3.0,5 months ago,All the total items I bought is $ 75:33 But I paid $92:43 with tax Can you explain it to me Because I didn't know until i check the receipt,"Good evening Ms. Esther, 
     Thank you shopping with Wazobia, we are truly grateful. We would love to review your receipt with you. Can you contact us via wazobiamarket@gmail.com or contact any of our outlet to speak with a manger? We will gladly review the invoice with you. 
   Two of our core values is integrity and customer service, we would never cheat our customers.

Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2toallrcFdOV3RMWjFJeGMxQnJNbEoxV0doVWEyYxAB,E V,5.0,5 months ago,Great place!,"Good evening,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xOaWRrdDNTbVV3WDJ0ZlgyVkhTM2t4VkZsbFJFRRAB,Kendra Davis,3.0,5 months ago,,"Good evening Ms. Kendra,
Thank you for your review and support. We’re happy you had a good experience and will keep striving to make your next visit a 5-star rating. But please, let us know how we can improve to make your next visit perfect.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xSSlpWZDBSVTVPV1VnNFdXNW1aM3BPV1UwMVVHYxAB,Franca Igwilo,5.0,5 months ago,Clean environment. The food is delicious. They are just very slow when serving customers.,"Good evening, Mr./Ms. Franca,
   Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We will work to improve our speed of service, and we can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT21salRGaG9VMlYyTmpVemNHOXlWVGhrZWxRek5XYxAB,Mukhtar Mustapha,5.0,5 months ago,,"Good morning Mr. Mukhtar,
Thank you so much for your support, patronage, and rewarding feedback.; we are truly grateful.

Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT21semJuVmtaM1kyWDFaVk9UQmlRMVZ3UVVoSk1rRRAB,Paul Ogaga,5.0,6 months ago,Great place to shop for African food. The restaurant is great and the food is absolutely amazing.,"Good morning Mr. Paul,
    Thank you so much for your support, patronage, and rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit.

  Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT21kbFFWbFllSEZEWTFkTlpXbDBVa1YxWlZKRmRtYxAB,Olori Adebisi,5.0,6 months ago,,"Good morning Mr./Ms. Olori,
      Thank you so much for your support, patronage, and rewarding feedback. We are truly grateful.

Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xKb04yMDJTSFV5U1dzNFFsZEJOM0p1VkZSRVozYxAB,Ufuoma Jakpa,4.0,6 months ago,,"Good morning Ms. Ufuoma,
    Thank you so much for your support, patronage, and rewarding feedback. How can we earn your 5-star rating?

Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2prNFVHbGlkakV3YkdRMlgwOXVaR2hVWDNwelUxRRAB,Molica,5.0,6 months ago,,"Good morning Ms./Mrs. Molica,
   Thank you so much for your support, patronage, and rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2tZelUwaE1MWGM1T1VoT1JVVkVkMUJCVG1rdFJXYxAB,munirudeen ojora,5.0,6 months ago,,"Good morning Mr./Ms. Munirudeen,
    Thank you so much for your support, patronage, and rewarding feedback. We appreciate your business and will continue to measure up to your expectations. 

   Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT25SVFQyaDBibmhXVEZnNU16WXRiMGxWZGpKSE9WRRAB,Chioma Edeh,5.0,6 months ago,Nice place to shop native food Indian food or Asian food.,"Good evening Ms./Mrs. Chioma,
Thank you so much for your support, patronage, and honest rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit.

Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2w5NFlUUnlkVkpvYUZoVUxYQTBXbkkwTWpkT2RrRRAB,Star Oluwafemi,2.0,6 months ago,"Hello Wazobia management,  strip up, because this review will be a quite lengthy one.  I have always have a pleasant experience in Wazobia  Market over the couple of months, especially whenever my namesake Mr. Oluwafemi is on duty. He will practically walk me to what I was looking for on the shelf and even at the meat area he will take over the number calling atimes, jinger the Hispanic guys to accelerate the process until everyone is adequately served. I tried tipping him a couple of times just to appreciate him for his dedication but he refused the offer mumbling something like not seeking reward for help offered.... I even changed the tactics and decided to buy him lunch. He will just put up a smile and maintain his stance.  Strange!!!  However, during my recent visits I can't but notice I haven't seen him in a while. I initially thought he was not on shift but my subsequent visits without him on any of the shifts arose my curiosity, leading me to inquire about him, To my surprise I was told he was let go (fired) for no probable cause. I find that very difficult to believe. I know people that deserve to be let go in that establishment. People so sluggish in their duties that you only see them performing when their boss is around, but definitely not a charismatic being like him.  Wazobia management,  hear this, if that information is accurate, you just let go one of your finest, faultless employee, that is if he is not the best self. He possess a very gentle and kind heart, with great customer relation and interaction skills and given my last experience at the store which actually prompted me to write this review which for the record, I have never done before. I feel Wazobia Market let go of a prized employee. Mehn..., you find him everywhere in the store, from the meat area to greeting customers, to cashier table to the snacks and food area or even wheeling carts and baskets. I don't even know what his exact role was because you find him doing everything and anything. I don't know him personally but I recognize talent when I see one and  @Wazobia, that guy is a talent. What a shame!  Now that you let him go, please fix your meat area and the checkout area. It is so unfair for me to want to spend my hard earn money in a store and I have to wait almost an hour to get served and checked out. That is poor customer service in my book. Do something about it.","Good evening Mr./Ms. Star, 
     Thank you so much for taking the time to write such a detailed and heartfelt review. 
   First, we are grateful to hear about the positive experiences you had in our store, especially with Mr. Oluwafemi. It means a great deal to us that his kindness, dedication, and willingness to go above and beyond left such a strong impression on you. Team members who serve with heart and integrity are deeply valued, and we are glad his efforts did not go unnoticed.
    While we are unable to discuss internal employment matters out of respect for privacy and company policy, please know that staffing decisions are never taken lightly. We understand how impactful a great team member can be to the customer experience, and your feedback has been noted and will be shared with leadership.  Note that Wazobia fires no one at no just cause, and in addition the statement of Mr. Femi separating from Wazobia under harsh conditions is completely FALSE.
    We also sincerely apologize for your recent experience in the meat and checkout areas. Waiting close to an hour is not the level of service we aim to provide. Your concerns about efficiency and customer flow are valid, and we are actively working on improving service speed and staffing coordination in those areas to ensure a smoother shopping experience.
     Your loyalty and honesty mean a lot to us. We are committed to doing better and making every visit to Wazobia Market a pleasant one.
Thank you again for your thoughtful review and for choosing to shop with us. Please, contact us directly via wazobiamarket@gmail.com so we can connect personally with you and resolve the stated issues.

  Thank you.

Good evening, Mr. Star Oluwafemi, 
    Just a quick update, we have confirmed and verified that Mr. Femi, Resigned on his own accord. Please, note that the information prior told to you is completely FALSE. 
   Thank you. ",0,False
Ci9DQUlRQUNvZENodHljRjlvT21kaFowbzVNbU5YYUZkQlMxbGZObU56TWxoVlIxRRAB,bolaji G,5.0,6 months ago,Nice,"Good evening Ms./Mrs. Bolaji,
Thank you so much for your support, patronage, and honest rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit.

Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT25WWFdYTTNXVXRPTVdkUGEyMTFWRUZXWmxaME1GRRAB,Fatima Adeyemi,5.0,6 months ago,Very good customer service,"Good evening Ms./Mrs. Fatima,
Thank you so much for your support, patronage, and honest rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit.

Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2paYWNVdHJPRUYwZWxoM2RtbEhUMDUyV2poRVIwRRAB,Faizan Ghori,5.0,6 months ago,,"Good evening Mr./Ms. Faizan,
Thank you so much for your support, patronage, and honest rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit.

Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT25WWVFXeFlkRmRYYnpabmRWWktTMmxGUjNReE1uYxAB,Cedoman Smart,5.0,7 months ago,I really love wazobia because of good item's high quality and also reasonable price 👌,"Good morning,
    Thank you so much for your support, patronage, and honest rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit.

Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT25CRVVuRlVibEZhUVdWWVMwa3ljMnBWVkZsVmMyYxAB,MOTUNRAYO ONI,5.0,7 months ago,I always love to shop here. It's always well organized and clean. The cleanliness is why I stuck with them unlike other African store.,"Good morning Ms. Motunrayo,
    Thank you so much for your support, patronage, and honest rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit.

Kind Regards.",0,False
